Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL160908,Etihad Airways,Ahmedabad,Bangkok,2026-12-08,04:45,09:19,4h 34m,non-stop,3176.7,Economy,135,Winter,Tuesday,Airbus A380,Mobile App,6,35085.65
FL153678,,Singapore,GOI,2025-04-14,21:15,03:52,6h 37m,1,3779.3,Business,23,Summer,Monday,Airbus A350,Mobile App,2,103400.38
FL152056,Lufthansa,Frankfurt,HYD,2026-12-09,1:10 PM,12:38 AM,11h 29m,1 stop,7234.2,Economy,10,Winter,Wednesday,Airbus A380,Travel Agent,2,"Rs. 75,602.39"
FL167581,Qatar Airways,Kolkata,Dubai Airport,2026-02-01,18:10,00:41,392 min,1,3533.6,Economy,37,Winter,Sunday,Airbus A380,Mobile App,1,40371.64
FL116061,SpiceJet,Jaipur Airport,Goa,2025-10-10,12:00 PM,14:13,2h 13m,0,1344.4,Premium Economy,125,Autumn,Friday,Airbus A320,Website,1,6947.38
FL138324,Air India,Doha,LHR,2025-12-10,00:50,10:18,9h 29m,2,5296.1,Economy,157,Winter,Wednesday,Airbus A380,Mobile App,1,37439.94
FL108896,Qatar Airways,Frankfurt,Goa,2025-05-25,23:00,8:56 AM,9h 56m,0,7363.2,Economy,111,,Sunday,Airbus A350,Travel Agent,5,112398.17
FL105669,Thai Airways,Delhi,Bangkok,2026-07-05,8:35 AM,13:01,4h 27m,0,3079.7,Business,8,Monsoon,Sunday,Boeing 787 Dreamliner,Website,5,
FL142477,AirAsia India,Kolkata,Mumbai Airport,2025-09-06,18:05,20:49,2h 45m,0,1753.4,Economy,162,Monsoon,Saturday,Airbus A320,Third-Party,1,8110.78
FL190007,SpiceJet,Pune Airport,Hyderabad Airport,2025-06-17,7:35 PM,22:02,2h 27m,1 stop,544.8,Premium Economy,0,Monsoon,Tuesday,Airbus A321,Website,1,6473.67
FL108451,Indigo,JAI,Goa,2026-04-02,17:20,7:34 PM,2h 14m,,1353.9,Economy,134 days,Summer,Thursday,Airbus A320,Mobile App,1,5671.08
FL138444,etihad airways,Bangkok,CCU,2025-07-06,7:45 AM,11:47,4h 02m,1,1687.9,Economy,14,Monsoon,Sunday,Airbus A320,Website,1,22379.82
FL168114,British Airways,Doha,Ahmedabad Airport,2026-09-14,03:35,08:44,5.16,1,2237.2,Economy,17,Monsoon,Monday,Airbus A320,Website,1,23945.21
FL163320,Lufthansa,Jaipur,Dubai Airport,2025-12-17,,14:02,298 min,1,2212.4,Economy,43,Winter,Wednesday,,Mobile App,3,20300.89
FL172837,British Airways,Dubai Airport,Goa,2026-02-22,17:45,00:03,6h 18m,2 stops,2347.9,Economy,19,Winter,Sunday,Airbus A350,Travel Agent,2,25688.66
FL135835,Indigo,Bangalore,Hyderabad Airport,2026-10-15,12:30,2:42 PM,2h 13m,1,505.7,Economy,1 days,,Thursday,Airbus A321,Mobile App,1,3788.44
FL176338,thai airways,Chennai,Sydney,2025-03-12,,04:14,14h 14m,1,9430.9,Economy,8,Summer,Wednesday,Boeing 777,Travel Agent,2,149959.82
FL111377,Emirates,Frankfurt,Jaipur,2025-04-07,9:35 AM,6:59 PM,9h 24m,1,6162.0,Economy,8,Summer,Monday,Airbus A320,Website,2,61139.6
FL139772,EMIRATES,JFK,Hyderabad,2025-03-27,,2:37 AM,18.70,1,13336.1,Economy,6,Summer,Thursday,Airbus A320,Mobile App,4,158499.53
FL177639,Indigo,,Ahmedabad Airport,2025-12-26,8:30 AM,10:09 AM,1h 39m,0,900.6,Premium Economy,28,Winter,Friday,ATR 72,Airport Counter,1,6465.14
FL151162,Emirates,New York,Jaipur Airport,2026-06-13,11:55,06:52,18.95,2 stops,,Economy,67,Monsoon,Saturday,Boeing 787 Dreamliner,Travel Agent,1,80899.89
FL178629,Singapore Airlines,Singapore,Frankfurt,2025-01-12,09:45,01:17,15.54,1,10758.9,Economy,22,Winter,Sunday,Boeing 777,Mobile App,1,113220.33
FL135454,SpiceJet,Ahmedabad,Bangalore,2025-02-20,03:10,06:58,3h 49m,1,1255.7,Premium Economy,1,Winter,Thursday,ATR 72,Mobile App,two,14020.96
FL149105,,Pune,Goa,2025-05-16,21:00,9:56 PM,0h 57m,non-stop,350.9,Economy,35,Summer,Friday,ATR 72,Website,1,2521.81
FL140078,Qatar Airways,Sydney,Goa,2026-04-30,04:30,,16.05,2,10561.4,Premium Economy,7,,Thursday,Boeing 787 Dreamliner,Travel Agent,3,168595.0
FL120639,Thai Airways,New York,Goa,2025-07-19,05:05,11:05 PM,18h 00m,0,13651.0,Premium Economy,9,Monsoon,Saturday,Boeing 777,Travel Agent,2,200000
FL158239,Qatar Airways,Frankfurt,DOH,2025-02-15,12:30 AM,07:01,6h 32m,0,4701.6,Premium Economy,9,Winter,Saturday,Airbus A350,Travel Agent,2,"Rs. 126,304.26"
FL157475,AirAsia India,Bangalore,Goa,2025-10-11,11:55 AM,13:03,68 min,0,494.1,Economy,12,Autumn,Saturday,Airbus A320,Website,3,3475.66
FL185900,Qatar Airways,Frankfurt,Singapore,2025-05-30,1:50 PM,03:46,836 min,0,10478.7,Economy,116,Summer,Friday,Boeing 777,Website,2,102719.69
FL120591,Emirates,Ahmedabad,Dubai Airport,2026-11-12,10:40,13:33,174 min,non-stop,1869.7,Economy,5,,Thursday,Airbus A380,Third-Party,2,22358.12
FL105093,,Goa,Hyderabad,2026-06-13,08:35,10:54,2h 19m,1,545.4,Business,10,Monsoon,Saturday,ATR 72,Travel Agent,6,7410.0
FL161860,air india,,BLR,2026-02-24,20:00,22:52,2h 52m,,500.4,Economy,101,Winter,Tuesday,Airbus A321,Mobile App,2,2000
FL105500,Qatar Airways,Goa,Doha Airport,2026-08-21,4:50 AM,10:06,5h 16m,1 stop,2641.2,Economy,12,Monsoon,Friday,Boeing 777,Travel Agent,1,29725.69
FL173093,British Airways,SYD,Bangkok Airport,2026-02-27,2:00 PM,01:34,11.58,1,7711.8,Economy,26,Winter,Friday,Airbus A350,Website,3,94777.01
FL164308,British Airways,DEL,Sydney,2026-03-12,1:30 PM,06:07,16h 38m,1,11209.6,Business,17,Summer,Thursday,Boeing 777,Travel Agent,2,200000
FL176931,Etihad Airways,London,Hyderabad,2025-06-28,04:25,16:34,729 min,1,7812.4,Economy,18,Monsoon,Saturday,Boeing 787 Dreamliner,Mobile App,2,66366.57
FL168657,,Dubai,Frankfurt,2025-01-25,7:25 PM,2:27 AM,423 min,non-stop,5104.2,Economy,44,Winter,Saturday,Boeing 777,Mobile App,,46767.24
FL169991,Etihad Airways,London,Singapore,,09:50,12:40 AM,14h 51m,non-stop,11191.7,Economy,14,Monsoon,Friday,Airbus A380,Website,1,134910.11
FL186659,INDIGO,Goa,DEL,2025-06-26,12:50 AM,05:06,256 min,1 stop,1555.9,Economy,56,Monsoon,Thursday,ATR 72,Travel Agent,1,5682.53
FL186335,Air India,New York,London,2026-06-08,10:35,18:31,7h 57m,non-stop,5810.9,Economy,3,Monsoon,Monday,Airbus A320,Mobile App,6,73762.26
FL152329,Lufthansa,Frankfurt,Bangalore,2026-10-21,11:10 AM,21:40,10h 31m,non-stop,7807.8,Economy,30,Autumn,Wednesday,Airbus A320,Mobile App,1,64444.96
FL103653,Indigo,Jaipur Airport,Delhi,2026-07-25,4:50 PM,5:38 PM,0.81,0,242.5,Economy,,Monsoon,Saturday,Boeing 737,Website,1,2000
FL134713,SpiceJet,Jaipur,Goa Airport,2026-05-14,9:35 AM,15:10,5h 36m,2 stops,1392.2,Economy,7,Summer,Thursday,Boeing 737,Website,2,8466.89
FL114762,Etihad Airways,Frankfurt,Mumbai Airport,,05:45,4:03 PM,10h 18m,1,6697.2,Economy,4,Monsoon,Tuesday,Airbus A320,Mobile App,2,79016.77
FL189972,SpiceJet,MAA,Delhi,2025-05-15,12:05 AM,03:53,3h 48m,,1770.7,Economy,3,Summer,Thursday,Boeing 737,Website,,11535.83
FL128545,Indigo,Jaipur Airport,Pune,2026-11-24,20:25,22:11,1h 46m,non-stop,989.0,Economy,5,Autumn,Tuesday,ATR 72,Travel Agent,1,8318.6
FL180887,Singapore Airlines,Sydney,Goa,2025-04-09,11:30 PM,15:41,16h 11m,2,10372.4,Economy,3,Summer,,Boeing 787 Dreamliner,Mobile App,2,123152.4
FL163432,Etihad Airways,Frankfurt,Mumbai,2026-01-05,7:05 PM,05:09,10h 05m,1 stop,6577.5,Economy,35,Winter,Monday,Airbus A320,Website,6,62985.97
FL192729,Thai Airways,Bangkok Airport,Mumbai,2026-04-22,8:15 PM,2:30 AM,6h 15m,1,3111.4,Economy,102,Summer,,Boeing 777,Airport Counter,1,36343.52
FL106746,LUFTHANSA,Goa,Doha Airport,2025-01-04,12:30,4:22 PM,3.87,non-stop,2631.1,Business,4,Winter,Saturday,Airbus A380,Third-Party,1,131242.81
FL146455,Emirates,London,Bangalore,2025-01-24,6:55 AM,7:47 PM,12h 53m,1,8614.1,Premium Economy,1,Winter,Friday,Airbus A380,,1,200000
FL155124,Qatar Airways,Goa,Singapore,2026-04-21,9:30 PM,02:50,5h 20m,0,3775.7,Economy,18,Summer,Tuesday,Boeing 787 Dreamliner,Mobile App,5,43456.23
FL132626,British Airways,Sydney,Dubai,2026-06-17,18:35,12:26,17h 52m,1,12453.1,Economy,27,Monsoon,Wednesday,Boeing 777,Mobile App,3,82003.1
FL132284,Lufthansa,Doha,Chennai Airport,2026-01-05,4:55 PM,21:43,4h 49m,0,3366.4,Economy,40,Winter,Monday,Airbus A320,Mobile App,1,38488.49
FL154875,Emirates,New York,Singapore Airport,2026-07-28,01:45,10:23 PM,1239 min,0,15713.6 km,Premium Economy,17,Monsoon,Tuesday,Airbus A350,Mobile App,1,200000
FL104151,Vistara,Ahmedabad,Pune,2026-03-08,11:00,12:10,1h 10m,0,525.3,Economy,23,Summer,Sunday,,Website,3,4129.34
FL114958,Emirates,Doha Airport,Pune,2025-08-21,03:05,6:55 AM,3h 50m,non-stop,2600.7,Economy,119,Monsoon,Thursday,Boeing 777,Third-Party,3,28290.25
FL193678,Emirates,Sydney Airport,Kolkata,2025-02-18,6:50 PM,7:38 AM,12h 49m,non-stop,9604.3,Premium Economy,6,Winter,Tuesday,Boeing 777,Third-Party,3,200000
FL184340,GoFirst,CCU,Hyderabad,2025-10-21,05:05,08:52,3h 47m,1 stop,,Business,18,Autumn,Tuesday,Airbus A321,Third-Party,2,18528.45
FL108391,GoFirst,Bangalore,Kolkata,2025-08-16,20:25,01:41,5h 17m,2 stops,1682.7,Economy,33,Monsoon,Saturday,Airbus A320,Mobile App,5,5331.58
FL145015,Indigo,,Jaipur,2025-12-14,4:50 PM,18:04,1h 14m,non-stop,577.4,Economy,8,Winter,Sunday,Boeing 737,Website,2,
FL104605,Etihad Airways,Jaipur,BKK,2025-01-15,07:20,11:42 AM,4h 23m,non-stop,3025.9,Business,8,Winter,,Airbus A380,Website,1,114659.72
FL116607,Air India,Ahmedabad,Jaipur,2025-12-11,12:00,1:12 PM,1h 13m,0,553.6,Economy,,Winter,Thursday,Airbus A320,Mobile App,2,4833.85
FL145451,vistara,Frankfurt,Sydney Airport,2026-11-19,3:30 PM,15:14,1425 min,1 stop,16899.3,,39,Autumn,Thursday,Boeing 787 Dreamliner,Website,1,162154.09
FL187236,AirAsia India,Bangalore,Kolkata Airport,2025-08-05,07:15,11:32 AM,4h 18m,1,1573.6,Economy,7,Monsoon,Tuesday,Airbus A321,Mobile App,3,6811.7
FL160770,Emirates,Mumbai,Sydney Airport,2026-01-22,11:15,00:46,13h 31m,0,10157.9,First,100,Winter,Thursday,Airbus A320,Airport Counter,1,
FL153790,SpiceJet,HYD,Chennai,2025-06-23,8:25 PM,23:00,2.59,1,552.8,Economy,1,Monsoon,Monday,ATR 72,Website,2,2917.94
FL173965,Air India,Bangalore Airport,Chennai,2025-02-25,14:05,2:58 PM,,0,305.4,Economy,44,Winter,Tuesday,Boeing 737,Website,6,2045.74
FL107700,,Bangkok Airport,,2025-01-21,14:30,8:44 PM,374 min,1,3090.3,Economy,40,Winter,Tuesday,Airbus A350,Mobile App,1,25242.5
FL130139,Singapore Airlines,Bangalore,Singapore Airport,2025-01-15,,10:06 AM,6h 26m,1,3316.2,Premium Economy,62,Winter,Wednesday,,Airport Counter,3,41467.91
FL153852,Singapore Airlines,Delhi Airport,Singapore,2025-01-07,5:40 AM,1:07 PM,7h 27m,,4461.5,Economy,37,Winter,Tuesday,Airbus A350,Mobile App,1,41396.33
FL194630,GoFirst,Pune,Hyderabad,2026-04-12,12:05 AM,02:46,,1,535.6,Economy,121,Summer,Sunday,Airbus A320,Travel Agent,2,2116.73
FL159696,Singapore Airlines,Hyderabad Airport,Frankfurt,2025-05-13,10:20 PM,09:42,11h 23m,1,7547.2,Economy,20,Summer,Tuesday,Airbus A380,Website,1,111783.08
FL157310,Air India,BKK,LHR,2026-08-30,14:05,03:06,13h 02m,non-stop,9771.3,Premium Economy,10,Monsoon,Sunday,Airbus A350,Mobile App,3,142820.63
FL186740,ETIHAD AIRWAYS,Frankfurt Airport,Dubai Airport,2025-07-02,20:45,4:55 AM,8h 10m,1,4933.2,Economy,,Monsoon,Wednesday,Boeing 787 Dreamliner,,3,
FL190845,Thai Airways,Mumbai,Sydney Airport,2026-01-04,8:40 AM,23:55,15h 15m,1 stop,10334.2,Economy,31,Winter,Sunday,Airbus A320,Third-Party,5,143811.24
FL130878,Etihad Airways,Frankfurt,Dubai,2026-04-15,4:15 PM,11:24 PM,7h 10m,non-stop,5196.6,Economy,12,Summer,Wednesday,Boeing 787 Dreamliner,Mobile App,3,61885.15
FL174197,Emirates,BOM,New York,,5:15 PM,11:59,18.74,1 stop,13207.3,Economy,38,Monsoon,Saturday,Airbus A320,Travel Agent,2,105084.7
FL158579,,Sydney,Goa Airport,2025-08-23,14:20,06:22,16h 03m,2 stops,10121.2,Economy,94,Monsoon,Saturday,Airbus A320,Airport Counter,,80251.62
FL161070,Emirates,Frankfurt,Delhi,2026-03-24,5:30 PM,05:23,11h 53m,,6535.9,Economy,131,Summer,Tuesday,Boeing 787 Dreamliner,Mobile App,1,696.23
FL117418,AirAsia India,Mumbai,DEL,,01:30,05:13,3h 43m,1 stop,1153.3,Premium Economy,40,Monsoon,Sunday,ATR 72,Travel Agent,1,6339.99
FL100880,Etihad Airways,Pune,DXB,2026-06-03,12:45 PM,18:53,,2 stops,2156.7,Economy,13,Monsoon,Wednesday,Boeing 787 Dreamliner,Travel Agent,4,20777.6
FL125168,GoFirst,Mumbai,Hyderabad,2026-04-19,11:55 AM,14:20,2h 26m,1,645.2,Economy,128,Summer,Sunday,Airbus A321,Mobile App,1,2211.31
FL113712,Lufthansa,Jaipur,BKK,2026-06-29,9:00 AM,14:55,,1,3159.9,Economy,21,Monsoon,Monday,Boeing 777,Mobile App,2,
FL100295,singapore airlines,Ahmedabad,Sydney,2026-03-18,06:45,23:47,1023 min,2 stops,10585.9,Economy,1,Summer,Wednesday,Airbus A380,Third-Party,2,120691.45
FL132677,singapore airlines,Frankfurt,Pune,2025-05-09,16:20,03:00,10h 41m,1,7046.6,Economy,21,Summer,Friday,Airbus A350,Website,3,"Rs. 75,251.79"
FL161532,,Doha,DXB,2026-12-01,06:25,8:59 AM,2h 35m,1 stop,386.8,Economy,8,Winter,Tuesday,Boeing 787 Dreamliner,Travel Agent,2,15000
FL140181,Emirates,Ahmedabad Airport,,2026-09-07,8:40 PM,1:26 AM,4h 47m,1,2241.3,Economy,,Monsoon,Monday,Airbus A320,Third-Party,3,20804.38
FL148610,Emirates,Dubai,Mumbai,2025-05-11,5:50 PM,22:29,4.65,1 stop,1992.3,Economy,12,Summer,Sunday,Boeing 777,Third-Party,4,31124.71
FL121977,Singapore Airlines,Jaipur,Singapore Airport,2025-04-04,2:10 AM,07:58,5h 48m,non-stop,4135.6,Economy,37,Summer,Friday,Airbus A380,Travel Agent,,37434.82
FL155276,Singapore Airlines,,LHR,,19:45,05:06,9h 22m,,5536.4,Economy,7,Monsoon,Saturday,Boeing 777,Mobile App,3,67766.9
FL179923,Qatar Airways,Delhi,Bangkok,2026-07-08,14:30,8:14 PM,5h 44m,1,3148.9,Economy,6,Monsoon,Wednesday,Airbus A320,Mobile App,3,25741.26
FL102537,EMIRATES,Bangkok Airport,New York,2026-09-22,01:00,21:08,20h 08m,1,14433.1,Economy,173,Monsoon,Tuesday,Boeing 787 Dreamliner,Mobile App,1,135691.55
FL165787,,Hyderabad,DOH,2026-03-20,19:05,00:55,5h 50m,1,3061.0,Premium Economy,109,Summer,Friday,Airbus A380,Airport Counter,1,49798.85
FL115780,Emirates,London Airport,Chennai,2026-02-16,6:55 PM,07:54,13h 00m,1,8718.0 km,Economy,7,Winter,Monday,Airbus A350,Airport Counter,5,"Rs. 138,914.90"
FL166215,Singapore Airlines,Frankfurt,Dubai,2026-09-01,17:45,01:45,8.00,1,4901.8 km,Economy,7,Monsoon,,Boeing 787 Dreamliner,Website,1,86354.68
FL133566,Singapore Airlines,Jaipur,DXB,2025-12-03,01:25,4:33 AM,3.15,non-stop,2065.6,Economy,39,Winter,Wednesday,,Website,1,19074.45
FL176415,AIRASIA INDIA,Mumbai,Hyderabad,2025-12-17,16:25,6:50 PM,146 min,1,648.2,Economy,13,Winter,Wednesday,Airbus A321,Travel Agent,2,2327.54
FL166898,Emirates,Doha Airport,AMD,2026-01-19,01:50,06:38,4h 49m,,2229.2,,7,Winter,Monday,Boeing 777,Mobile App,3,23495.76
FL193039,lufthansa,Sydney,New York Airport,2025-07-11,1:00 PM,12:55,23h 56m,1,16945.1,Premium Economy,3,Monsoon,Friday,Boeing 787 Dreamliner,Mobile App,5,200000
FL107817,AirAsia India,Delhi,Goa,2025-06-02,11:20,13:52,2h 32m,non-stop,1587.9,Economy,133,Monsoon,Monday,Airbus A320,,3,7046.11
FL171328,Thai Airways,Singapore,London,2026-01-26,23:50,4:38 PM,16h 48m,2,10959.9,Business,0,Winter,Monday,Boeing 777,Website,1,200000
FL134054,Thai Airways,BKK,Delhi,2025-07-26,5:45 AM,11:31 AM,5h 47m,1 stop,3022.1,Economy,2,Monsoon,Saturday,Airbus A350,Website,1,58644.94
FL191034,Etihad Airways,Singapore,Doha,2026-01-03,07:25,5:24 PM,10h 00m,,6454.4,Economy,27,,Saturday,Airbus A350,,2,82411.69
FL117490,Emirates,JFK,BOM,2025-07-07,6:15 AM,12:20 AM,,1,12775.5,Economy,86 days,Monsoon,Monday,Airbus A380,Website,3,124421.86
FL181428,Vistara,Kolkata,HYD,2026-12-07,8:05 PM,10:10 PM,2h 06m,0,1246.9,Economy,25,Winter,Monday,Airbus A320,Third-Party,1,7431.07
FL123818,qatar airways,Sydney Airport,Singapore Airport,2026-07-20,10:45,20:36,9h 51m,1,6429.3,Premium Economy,157,Monsoon,,Airbus A380,Mobile App,1,
FL143508,Singapore Airlines,Sydney,Jaipur,2025-03-18,5:25 AM,19:18,13h 54m,0,10446.9,Economy,4,Summer,Tuesday,Airbus A380,Third-Party,1,"Rs. 200,000.00"
FL102087,Qatar Airways,JFK,,2026-09-20,3:05 AM,20:54,17h 50m,0,13518.5,Economy,136,Monsoon,Sunday,Boeing 777,Mobile App,1,134806.12
FL120263,SpiceJet,Bangalore,Delhi,2025-12-03,8:35 PM,2:43 AM,6h 08m,2,1761.5,Economy,7,,Wednesday,Airbus A320,Website,1,9261.04
FL132208,VISTARA,Jaipur,Ahmedabad Airport,2025-11-08,1:05 PM,14:16,1h 12m,non-stop,540.6,Economy,6,Autumn,Saturday,Airbus A320,Third-Party,2,
FL140099,Thai Airways,London Airport,Pune,2025-01-23,10:00 PM,10:21 AM,12h 21m,2 stops,7334.1,Economy,11,Winter,Thursday,Airbus A350,Mobile App,4,54528.76
FL104145,Singapore Airlines,DOH,CCU,2026-08-18,12:00 AM,06:47,6h 47m,1 stop,3804.0,,33,Monsoon,Tuesday,Airbus A380,Third-Party,1,44505.99
FL182145,Qatar Airways,,Jaipur Airport,2026-06-29,5:35 AM,10:54 PM,17h 19m,2,10644.0,Economy,19,Monsoon,Monday,Airbus A320,Third-Party,2,77681.71
FL114251,etihad airways,Singapore,Delhi,2025-04-06,16:40,12:03 AM,,1,4292.6,Business,25,Summer,Sunday,Airbus A320,Website,2,
FL157495,Thai Airways,Jaipur,Doha,2026-10-04,10:00 PM,03:21,5h 22m,1 stop,2614.1,Economy,3,Autumn,Sunday,Airbus A320,Travel Agent,4,33998.72
FL193782,Lufthansa,Frankfurt Airport,Dubai,2026-10-20,17:55,2:46 AM,8h 52m,1,5144.1,Business,99,Autumn,Tuesday,Airbus A350,Website,4,122425.58
FL147458,Etihad Airways,Mumbai,Sydney,2026-03-29,13:40,04:24,14h 44m,1 stop,10264.2 km,Economy,117,Summer,,Airbus A320,Mobile App,,77474.0
FL126298,SpiceJet,Pune,Hyderabad,2026-01-25,8:00 PM,21:11,72 min,,544.7,Economy,18,Winter,Sunday,Boeing 737,Airport Counter,1,4125.44
FL178016,Thai Airways,New York,Hyderabad,2026-07-31,11:25,7:49 AM,1224 min,2 stops,13595.1,Economy,146,Monsoon,Friday,Airbus A320,Mobile App,1,
FL161440,British Airways,Bangkok Airport,DEL,2025-09-03,09:35,1:58 PM,4h 24m,,3039.8,Premium Economy,48,Monsoon,Wednesday,Boeing 787 Dreamliner,Website,2,32873.18
FL189456,SpiceJet,Mumbai,Kolkata,2026-04-25,16:25,8:10 PM,3h 46m,1,1715.3,Business,9,Summer,Saturday,Airbus A320,Travel Agent,2,25000
FL195642,Etihad Airways,BKK,Kolkata,2025-09-13,13:05,16:52,3h 47m,1,1615.0,Economy,64,Monsoon,Saturday,Airbus A380,Website,2,20662.75
FL162087,Emirates,FRA,Bangalore,2026-01-26,22:40,10:45,12h 06m,1 stop,7936.8,Economy,,Winter,,Boeing 777,Third-Party,2,101997.52
FL133890,SPICEJET,Pune,Delhi,2026-05-05,4:20 PM,21:05,4h 45m,2 stops,1244.3,Economy,145,Summer,Tuesday,Airbus A321,Mobile App,2,3660.5
FL184236,Thai Airways,Delhi,Dubai,2025-04-06,09:15,13:39,4h 25m,1,2264.9,Economy,29,Summer,Sunday,Airbus A350,Website,2,
FL158423,Etihad Airways,Kolkata Airport,JFK,2026-01-26,12:15,08:04,19h 49m,2 stops,12791.1,Economy,173,Winter,Monday,Boeing 787 Dreamliner,Mobile App,4,81664.81
FL189539,British Airways,Kolkata,Bangkok,2026-12-29,06:05,8:40 AM,2h 36m,non-stop,1637.3,Economy,88,Winter,,Boeing 787 Dreamliner,Mobile App,1,15161.57
FL139154,GoFirst,Bangalore Airport,CCU,2026-12-21,7:05 PM,22:46,221 min,1,1655.5,Economy,31,Winter,Monday,Airbus A321,Website,1,4490.19
FL123661,GoFirst,Hyderabad,Chennai,2025-12-06,11:10 PM,00:21,1h 12m,0,545.8,Economy,14,Winter,Saturday,ATR 72,Mobile App,4,3338.01
FL127625,Thai Airways,Bangkok,Pune,2026-11-27,20:45,1:11 AM,4h 26m,0,3068.5,Premium Economy,10,Autumn,Friday,,Website,1,57514.53
FL100414,Indigo,Ahmedabad,Goa,2026-08-13,01:55,05:00,3h 05m,1,860.5 km,Economy,25,Monsoon,Thursday,Airbus A320,Website,4,3598.42
FL169672,Air India,Jaipur,Mumbai,2026-02-26,5:55 AM,07:39,1h 44m,0,968.5,Economy,118,Winter,Thursday,Boeing 737,Airport Counter,1,6163.93
FL138386,LUFTHANSA,Singapore,JFK,2026-03-19,9:20 PM,18:54,21h 34m,non-stop,16437.1,,19,Summer,Thursday,Boeing 777,Mobile App,,197982.59
FL179914,Qatar Airways,London,BOM,2026-04-03,5:00 AM,16:23,11h 24m,1,7284.8,Business,52,Summer,,Airbus A350,Travel Agent,3,200000
FL138688,Lufthansa,Pune Airport,Bangkok,2026-11-10,12:50,6:40 PM,5h 50m,1 stop,3109.4,,10,Autumn,Tuesday,Airbus A320,Website,2,82493.65
FL147329,Etihad Airways,,,2025-08-01,11:15 AM,16:34,5h 20m,0,3768.5,Economy,31,Monsoon,Friday,Airbus A350,Website,2,36514.74
FL169007,British Airways,Jaipur,Dubai,2026-05-12,,20:05,3h 20m,non-stop,2211.5,First,19,Summer,Tuesday,Airbus A350,Travel Agent,1,121752.07
FL137407,GoFirst,Hyderabad Airport,PNQ,2026-02-16,09:50,11:01,1h 11m,non-stop,535.1,Economy,12,Winter,Monday,Airbus A320,Travel Agent,one,2491.29
FL194509,Air India,GOI,New York,2025-08-27,01:35,8:23 PM,18h 48m,1,13371.2,Economy,14,Monsoon,Wednesday,Boeing 777,Third-Party,1,
FL153288,Lufthansa,Delhi Airport,Singapore,2025-12-01,8:05 AM,3:48 PM,464 min,1 stop,4314.2,Economy,0,,Monday,Airbus A380,Website,2,63788.05
FL123551,Thai Airways,Hyderabad,DXB,,09:00,2:12 PM,5h 13m,1,2661.2,Economy,4,Autumn,Sunday,Airbus A350,Website,2,30051.37
FL115374,BRITISH AIRWAYS,Jaipur Airport,Singapore,2026-02-19,01:30,08:46,7h 17m,1 stop,4206.0,Economy,3,Winter,Thursday,Boeing 787 Dreamliner,Website,4,79634.47
FL188597,Singapore Airlines,New York,Mumbai,2025-05-24,10:45,3:39 AM,16h 55m,non-stop,12800.0,Economy,25,Summer,Saturday,Airbus A320,Third-Party,1,175121.89
FL180807,Lufthansa,PNQ,Singapore,2025-04-18,06:00,11:23,5h 24m,0,3819.0,Economy,13,Summer,Friday,Airbus A380,Mobile App,1,60314.97
FL180614,Etihad Airways,Doha,Delhi Airport,2025-11-03,12:35,19:20,406 min,2 stops,2622.7,Business,2,,Monday,Boeing 777,Website,2,96101.58
FL160727,Etihad Airways,Bangkok Airport,New York,2026-03-09,12:50 AM,20:22,,1,14026.9,Premium Economy,150,Summer,Monday,Boeing 777,Third-Party,2,"Rs. 200,000.00"
FL117280,Air India,Kolkata,Ahmedabad,2026-02-17,10:35 AM,14:46,4h 11m,1,1725.7,Economy,1,Winter,Tuesday,Airbus A321,,1,15993.05
FL171083,THAI AIRWAYS,PNQ,DXB,,8:05 AM,11:22,3h 18m,0,2181.9,Economy,14,,Thursday,,Website,3,39615.84
FL140246,Singapore Airlines,Ahmedabad,Singapore,2026-01-12,11:00 PM,6:14 AM,7h 14m,1,,Premium Economy,134,Winter,Monday,Airbus A320,Travel Agent,1,
FL158479,Lufthansa,New York,AMD,2025-03-29,12:10 PM,04:16,16h 07m,non-stop,12175.9,Premium Economy,172,Summer,Saturday,Boeing 787 Dreamliner,Mobile App,4,200000
FL157228,Singapore Airlines,New York,,2025-05-01,02:00,16:39,14h 39m,non-stop,11037.5,Economy,17,Summer,Thursday,Airbus A320,Travel Agent,1,121644.68
FL159396,Lufthansa,GOI,Singapore Airport,2026-07-12,5:55 AM,12:19,6h 24m,1,3781.9,Economy,42,Monsoon,Sunday,Boeing 787 Dreamliner,Airport Counter,2,42047.99
FL107385,AirAsia India,Delhi,Chennai,2026-07-12,13:40,16:34,2h 55m,0,1881.7,Economy,36,Monsoon,Sunday,Airbus A320,Website,1,9705.25
FL129522,british airways,Ahmedabad,Dubai,2026-12-30,3:40 PM,18:35,176 min,0,1896.1,Economy,9,Winter,Wednesday,Airbus A380,Travel Agent,1,29781.53
FL193238,British Airways,DXB,Chennai,2025-08-19,13:55,19:18,5h 24m,1,3019.4,Economy,46,Monsoon,Tuesday,Boeing 787 Dreamliner,Third-Party,2,22424.66
FL153219,Emirates,,Frankfurt,2025-06-27,1:00 AM,12:23 PM,11h 24m,1 stop,7393.0,Premium Economy,33,,Friday,Airbus A320,Mobile App,1,106691.9
